Index,Region,Subregion,Month,Confirmed,Deaths,Recovered,Month_Confirmed,Month_Deaths,Month_Recovered,Month_Treated%,Month_Deaths%,Month_Recovered%,Month_Treated,Recovered_Change
10,Albania,,2020-10-31,20875,509,11189,12641,122,3342,0.274028953405585,0.03521939953810624,0.9647806004618937,3464,0.00242679929230305
11,Albania,,2020-11-27,36245,771,17755,24547,262,6566,0.27816026398337884,0.038371411833626246,0.9616285881663738,6828,-0.003152012295519979
2,Algeria,,2020-02-29,1,0,0,1,0,0,0.0,,,0,
3,Algeria,,2020-03-31,716,44,46,716,44,46,0.12569832402234637,0.4888888888888889,0.5111111111111111,90,
4,Algeria,,2020-04-30,4006,450,1779,3916,406,1733,0.5462206332992849,0.1898083216456288,0.8101916783543712,2139,0.29908056724326015
5,Algeria,,2020-05-31,9394,653,5748,7165,203,3969,0.5822749476622471,0.04865771812080537,0.9513422818791947,4172,0.14115060352482345
6,Algeria,,2020-06-30,13907,912,9897,7506,259,4149,0.5872635225153211,0.058756805807622506,0.9412431941923775,4408,-0.01009908768681722
7,Algeria,,2020-07-31,30394,1210,20537,19585,298,10640,0.5584886392647435,0.027244468824282317,0.9727555311757177,10938,0.03151233698334022
8,Algeria,,2020-08-31,44494,1510,31244,22747,300,10707,0.48388798522882137,0.02725538293813028,0.9727446170618698,11007,-1.0914113847904083e-05
9,Algeria,,2020-09-30,51530,1736,36174,18776,226,4930,0.2746058798466127,0.04383242823894492,0.956167571761055,5156,-0.01657704530081472
10,Algeria,,2020-10-31,57942,1964,40201,20032,228,4027,0.21241014376996806,0.05358401880141011,0.9464159811985899,4255,-0.009751590562465107
11,Algeria,,2020-11-27,80168,2372,51946,38003,408,11745,0.31979054285188013,0.03357195754134781,0.9664280424586522,12153,0.020012061260062275
3,Andorra,,2020-03-31,376,12,10,376,12,10,0.05851063829787234,0.5454545454545454,0.45454545454545453,22,
4,Andorra,,2020-04-30,745,42,468,723,30,458,0.6749654218533887,0.06147540983606557,0.9385245901639344,488,0.4839791356184799
5,Andorra,,2020-05-31,764,51,694,254,9,226,0.9251968503937008,0.03829787234042553,0.9617021276595744,235,0.02317753749564
6,Andorra,,2020-06-30,855,52,799,110,1,105,0.9636363636363636,0.009433962264150943,0.9905660377358491,106,0.028863910076274646
7,Andorra,,2020-07-31,925,52,807,74,0,8,0.10810810810810811,0.0,1.0,8,0.009433962264150941
8,Andorra,,2020-08-31,1176,53,908,317,1,101,0.3217665615141956,0.00980392156862745,0.9901960784313726,102,-0.009803921568627416
9,Andorra,,2020-09-30,2050,53,1432,1089,0,524,0.48117539026629935,0.0,1.0,524,0.009803921568627416
10,Andorra,,2020-10-31,4756,75,3475,3271,22,2043,0.6313054111892388,0.010653753026634382,0.9893462469733656,2065,-0.010653753026634405
11,Andorra,,2020-11-27,6610,76,5710,3060,1,2235,0.730718954248366,0.0004472271914132379,0.9995527728085868,2236,0.010206525835221192
3,Angola,,2020-03-31,7,2,1,7,2,1,0.42857142857142855,0.6666666666666666,0.3333333333333333,3,
4,Angola,,2020-04-30,27,2,7,24,0,6,0.25,0.0,1.0,6,0.6666666666666667
5,Angola,,2020-05-31,86,4,18,77,2,11,0.16883116883116883,0.15384615384615385,0.8461538461538461,13,-0.15384615384615385
6,Angola,,2020-06-30,284,13,93,262,9,75,0.32061068702290074,0.10714285714285714,0.8928571428571429,84,0.04670329670329676
7,Angola,,2020-07-31,1148,52,437,1042,39,344,0.3675623800383877,0.10182767624020887,0.8981723237597912,383,0.005315180902648264
8,Angola,,2020-08-31,2654,108,1071,2165,56,634,0.3187066974595843,0.08115942028985507,0.9188405797101449,690,0.02066825595035371
9,Angola,,2020-09-30,4972,183,1941,3793,75,870,0.24914315844977591,0.07936507936507936,0.9206349206349206,945,0.0017943409247757058
10,Angola,,2020-10-31,10805,284,4523,8681,101,2582,0.3090657758322774,0.037644427879239654,0.9623555721207604,2683,0.04172065148583981
11,Angola,,2020-11-27,15008,342,7697,10201,58,3174,0.31683168316831684,0.017945544554455444,0.9820544554455446,3232,0.0196988833247842
3,Antigua and Barbuda,,2020-03-31,7,0,0,7,0,0,0.0,,,0,
4,Antigua and Barbuda,,2020-04-30,24,3,11,24,3,11,0.5833333333333334,0.21428571428571427,0.7857142857142857,14,
5,Antigua and Barbuda,,2020-05-31,26,3,19,12,0,8,0.6666666666666666,0.0,1.0,8,0.2142857142857143
6,Antigua and Barbuda,,2020-06-30,69,3,22,47,0,3,0.06382978723404255,0.0,1.0,3,0.0
7,Antigua and Barbuda,,2020-07-31,91,3,67,66,0,45,0.6818181818181818,0.0,1.0,45,0.0
8,Antigua and Barbuda,,2020-08-31,94,3,91,24,0,24,1.0,0.0,1.0,24,0.0
9,Antigua and Barbuda,,2020-09-30,101,3,92,7,0,1,0.14285714285714285,0.0,1.0,1,0.0
10,Antigua and Barbuda,,2020-10-31,128,3,117,33,0,25,0.7575757575757576,0.0,1.0,25,0.0
11,Antigua and Barbuda,,2020-11-27,141,4,130,21,1,13,0.6666666666666666,0.07142857142857142,0.9285714285714286,14,-0.0714285714285714
3,Argentina,,2020-03-31,1054,27,240,1054,27,240,0.25332068311195444,0.10112359550561797,0.898876404494382,267,
4,Argentina,,2020-04-30,4428,218,1256,4161,191,1016,0.29007450132179763,0.15824357912178957,0.8417564208782105,1207,-0.057119983616171544
5,Argentina,,2020-05-31,16851,539,5336,15377,321,4080,0.2862066723027899,0.07293796864349011,0.9270620313565099,4401,0.08530561047829943
6,Argentina,,2020-06-30,64530,1307,22028,58655,768,16692,0.2976728326655869,0.04398625429553265,0.9560137457044674,17460,0.028951714347957513
7,Argentina,,2020-07-31,191302,3543,83780,167967,2236,61752,0.3809557829811808,0.03494405200975183,0.9650559479902482,63988,0.009042202285780787
8,Argentina,,2020-08-31,417735,8660,301195,330412,5117,217415,0.6734985412152101,0.02299444574263477,0.9770055542573652,222532,0.011949606267117052
9,Argentina,,2020-09-30,751001,16937,594645,441146,8277,293450,0.6839617722930731,0.027432082644244633,0.9725679173557553,301727,-0.00443763690160992
10,Argentina,,2020-10-31,1166924,31002,973939,555342,14065,379294,0.7083184776227982,0.035756141336539905,0.9642438586634601,393359,-0.008324058692295244
11,Argentina,,2020-11-27,1407277,38216,1235257,402336,7214,261318,0.6674321959755031,0.026864582247180968,0.973135417752819,268532,0.008891559089358902
3,Armenia,,2020-03-31,532,3,30,532,3,30,0.06203007518796992,0.09090909090909091,0.9090909090909091,33,
4,Armenia,,2020-04-30,2066,32,929,2033,29,899,0.45646827348745694,0.03125,0.96875,928,0.05965909090909094
5,Armenia,,2020-05-31,9282,131,3386,8321,99,2457,0.3071746184352842,0.03873239436619718,0.9612676056338029,2556,-0.0074823943661971315
6,Armenia,,2020-06-30,25542,443,14048,22025,312,10662,0.49825198637911466,0.028430836522689993,0.97156916347731,10974,0.01030155784350717
7,Armenia,,2020-07-31,38550,738,28997,24059,295,14949,0.6336090444324369,0.019351876147992653,0.9806481238520074,15244,0.009078960374697354
8,Armenia,,2020-08-31,43781,879,37722,14046,141,8725,0.6312117328776876,0.015903451387322354,0.9840965486126776,8866,0.003448424760670199
9,Armenia,,2020-09-30,50359,959,44001,11758,80,6279,0.5408232692634802,0.012580594433086963,0.987419405566913,6359,0.003322856954235398
10,Armenia,,2020-10-31,89813,1341,55317,44853,382,11316,0.2608075268098009,0.03265515472730381,0.9673448452726962,11698,-0.020074560294216837
11,Armenia,,2020-11-27,132346,2090,105149,75688,749,49832,0.6682829510622555,0.014807931832110871,0.9851920681678892,50581,0.017847222895193027
1,Australia,,2020-01-31,9,0,2,9,0,2,0.2222222222222222,0.0,1.0,2,
2,Australia,,2020-02-29,25,0,11,23,0,9,0.391304347826087,0.0,1.0,9,0.0
3,Australia,,2020-03-31,4559,18,358,4548,18,347,0.08025505716798592,0.049315068493150684,0.9506849315068493,365,-0.049315068493150704
4,Australia,,2020-04-30,6766,93,5742,6390,75,5384,0.8543035993740219,0.013738779996336326,0.9862612200036637,5459,0.03557628849681438
5,Australia,,2020-05-31,7202,103,6618,1367,10,876,0.648134601316752,0.011286681715575621,0.9887133182844243,886,0.0024520982807606506
6,Australia,,2020-06-30,7920,104,7040,1199,1,422,0.35279399499582986,0.002364066193853428,0.9976359338061466,423,0.008922615521722244
7,Australia,,2020-07-31,17280,201,9983,10136,97,2943,0.2999210734017364,0.03190789473684211,0.9680921052631579,3040,-0.029543828542988648
8,Australia,,2020-08-31,25819,657,21350,15635,456,11367,0.756188039654621,0.0385688911443796,0.9614311088556204,11823,-0.006660996407537478
9,Australia,,2020-09-30,27096,888,24784,5089,231,3434,0.7201807820789939,0.06302864938608459,0.9369713506139155,3665,-0.024459758241704987
10,Australia,,2020-10-31,27595,907,25336,1923,19,552,0.296931877275091,0.03327495621716287,0.9667250437828371,571,0.029753693168921624
11,Australia,,2020-11-27,27886,907,25585,1643,0,249,0.15155203895313452,0.0,1.0,249,0.03327495621716292
3,Australia,Australian Capital Territory,2020-03-31,80,1,3,80,1,3,0.05,0.25,0.75,4,
4,Australia,Australian Capital Territory,2020-04-30,106,3,103,102,2,100,1.0,0.0196078431372549,0.9803921568627451,102,0.23039215686274506
5,Australia,Australian Capital Territory,2020-05-31,107,3,104,1,0,1,1.0,0.0,1.0,1,0.019607843137254943
6,Australia,Australian Capital Territory,2020-06-30,108,3,105,1,0,1,1.0,0.0,1.0,1,0.0
7,Australia,Australian Capital Territory,2020-07-31,113,3,110,5,0,5,1.0,0.0,1.0,5,0.0
8,Australia,Australian Capital Territory,2020-08-31,113,3,110,0,0,0,,,,0,
9,Australia,Australian Capital Territory,2020-09-30,113,3,110,0,0,0,,,,0,
10,Australia,Australian Capital Territory,2020-10-31,114,3,111,1,0,1,1.0,0.0,1.0,1,
11,Australia,Australian Capital Territory,2020-11-27,117,3,112,3,0,1,0.3333333333333333,0.0,1.0,1,0.0
2,Australia,From Diamond Princess,2020-02-29,0,0,0,0,0,0,,,,0,
1,Australia,New South Wales,2020-01-31,4,,2,4,,2,,,,,
2,Australia,New South Wales,2020-02-29,4,0,4,,,2,,,,,
3,Australia,New South Wales,2020-03-31,2032,8,4,2028,8,0,0.0039447731755424065,1.0,0.0,8,
4,Australia,New South Wales,2020-04-30,3025,41,2293,3013,33,2289,0.7706604712910721,0.014211886304909561,0.9857881136950905,2322,0.9857881136950905
5,Australia,New South Wales,2020-05-31,3098,48,2685,764,7,392,0.5222513089005235,0.017543859649122806,0.9824561403508771,399,-0.0033319733442133126
6,Australia,New South Wales,2020-06-30,3203,49,2787,470,1,102,0.21914893617021278,0.009708737864077669,0.9902912621359223,103,0.007835121785045196
7,Australia,New South Wales,2020-07-31,3773,50,2989,937,1,202,0.21664887940234792,0.0049261083743842365,0.9950738916256158,203,0.004782629489693435
8,Australia,New South Wales,2020-08-31,4063,52,2994,1024,2,5,0.0068359375,0.2857142857142857,0.7142857142857143,7,-0.28078817733990147
9,Australia,New South Wales,2020-09-30,4227,53,3129,1181,1,135,0.11515664690939881,0.007352941176470588,0.9926470588235294,136,0.27836134453781514
10,Australia,New South Wales,2020-10-31,4425,53,3148,1243,0,19,0.015285599356395816,0.0,1.0,19,0.007352941176470562
11,Australia,New South Wales,2020-11-27,4564,53,3181,1363,0,33,0.02421129860601614,0.0,1.0,33,0.0
3,Australia,Northern Territory,2020-03-31,17,0,0,17,0,0,0.0,,,0,
4,Australia,Northern Territory,2020-04-30,28,0,25,28,0,25,0.8928571428571429,0.0,1.0,25,
5,Australia,Northern Territory,2020-05-31,29,0,29,4,0,4,1.0,0.0,1.0,4,0.0
6,Australia,Northern Territory,2020-06-30,29,0,29,0,0,0,,,,0,
7,Australia,Northern Territory,2020-07-31,33,0,30,4,0,1,0.25,0.0,1.0,1,
8,Australia,Northern Territory,2020-08-31,33,0,33,3,0,3,1.0,0.0,1.0,3,0.0
9,Australia,Northern Territory,2020-09-30,33,0,33,0,0,0,,,,0,
10,Australia,Northern Territory,2020-10-31,38,0,33,5,0,0,0.0,,,0,
11,Australia,Northern Territory,2020-11-27,52,0,46,19,0,13,0.6842105263157895,0.0,1.0,13,
1,Australia,Queensland,2020-01-31,2,,,2,,,,,,,
2,Australia,Queensland,2020-02-29,9,0,1,,,,,,,,
3,Australia,Queensland,2020-03-31,743,2,8,742,2,7,0.012129380053908356,0.2222222222222222,0.7777777777777778,9,
4,Australia,Queensland,2020-04-30,1033,6,948,1023,4,940,0.9227761485826002,0.00423728813559322,0.9957627118644068,944,0.217984934086629
5,Australia,Queensland,2020-05-31,1058,7,1046,104,1,98,0.9519230769230769,0.010101010101010102,0.98989898989899,99,-0.005863721965416846
6,Australia,Queensland,2020-06-30,1067,6,1054,14,-1,8,0.5,-0.14285714285714285,1.1428571428571428,7,0.15295815295815285
7,Australia,Queensland,2020-07-31,1084,6,1066,24,0,12,0.5,0.0,1.0,12,-0.1428571428571428
8,Australia,Queensland,2020-08-31,1124,6,1084,52,0,18,0.34615384615384615,0.0,1.0,18,0.0
9,Australia,Queensland,2020-09-30,1157,6,1143,67,0,59,0.8805970149253731,0.0,1.0,59,0.0
10,Australia,Queensland,2020-10-31,1172,6,1160,23,0,17,0.7391304347826086,0.0,1.0,17,0.0
11,Australia,Queensland,2020-11-27,1199,6,1180,33,0,20,0.6060606060606061,0.0,1.0,20,0.0
2,Australia,South Australia,2020-02-29,3,0,2,3,0,2,0.6666666666666666,0.0,1.0,2,
3,Australia,South Australia,2020-03-31,337,0,6,335,0,4,0.011940298507462687,0.0,1.0,4,0.0
4,Australia,South Australia,2020-04-30,438,4,420,432,4,414,0.9675925925925926,0.009569377990430622,0.9904306220095693,418,-0.009569377990430672
5,Australia,South Australia,2020-05-31,440,4,435,16,0,15,0.9375,0.0,1.0,15,0.009569377990430672
6,Australia,South Australia,2020-06-30,443,4,436,4,0,1,0.25,0.0,1.0,1,0.0
7,Australia,South Australia,2020-07-31,451,4,443,11,0,7,0.6363636363636364,0.0,1.0,7,0.0
8,Australia,South Australia,2020-08-31,463,4,458,16,0,15,0.9375,0.0,1.0,15,0.0
9,Australia,South Australia,2020-09-30,468,4,464,6,0,6,1.0,0.0,1.0,6,0.0
10,Australia,South Australia,2020-10-31,501,4,483,33,0,19,0.5757575757575758,0.0,1.0,19,0.0
11,Australia,South Australia,2020-11-27,562,4,539,75,0,56,0.7466666666666667,0.0,1.0,56,0.0
3,Australia,Tasmania,2020-03-31,69,1,5,69,1,5,0.08695652173913043,0.16666666666666666,0.8333333333333334,6,
4,Australia,Tasmania,2020-04-30,221,13,153,215,12,148,0.7441860465116279,0.075,0.925,160,0.09166666666666667
5,Australia,Tasmania,2020-05-31,228,13,207,62,0,54,0.8709677419354839,0.0,1.0,54,0.07499999999999996
6,Australia,Tasmania,2020-06-30,228,13,215,8,0,8,1.0,0.0,1.0,8,0.0
7,Australia,Tasmania,2020-07-31,229,13,216,1,0,1,1.0,0.0,1.0,1,0.0
8,Australia,Tasmania,2020-08-31,230,13,216,1,0,0,0.0,,,0,
9,Australia,Tasmania,2020-09-30,230,13,217,1,0,1,1.0,0.0,1.0,1,
10,Australia,Tasmania,2020-10-31,230,13,217,0,0,0,,,,0,
11,Australia,Tasmania,2020-11-27,230,13,217,0,0,0,,,,0,
1,Australia,Victoria,2020-01-31,3,,,3,,,,,,,
2,Australia,Victoria,2020-02-29,7,0,4,,,,,,,,
3,Australia,Victoria,2020-03-31,917,4,291,913,4,287,0.3187294633077766,0.013745704467353952,0.9862542955326461,291,
4,Australia,Victoria,2020-04-30,1364,18,1293,1069,14,1002,0.950420954162769,0.013779527559055118,0.9862204724409449,1016,-3.382309170119058e-05
5,Australia,Victoria,2020-05-31,1653,19,1560,342,1,267,0.783625730994152,0.0037313432835820895,0.996268656716418,268,0.010048184275473049
6,Australia,Victoria,2020-06-30,2231,20,1816,652,1,256,0.3941717791411043,0.0038910505836575876,0.9961089494163424,257,-0.0001597073000755289
7,Australia,Victoria,2020-07-31,10931,116,4479,9095,96,2663,0.3033534909290819,0.034795215657847045,0.965204784342153,2759,-0.03090416507418947
8,Australia,Victoria,2020-08-31,19138,570,15814,14543,454,11335,0.8106305439042838,0.03851047586733396,0.9614895241326661,11789,-0.0037152602094868703
9,Australia,Victoria,2020-09-30,20183,800,19034,3799,230,3220,0.9081337193998421,0.06666666666666667,0.9333333333333333,3450,-0.028156190799332736
10,Australia,Victoria,2020-10-31,20346,819,19466,512,19,432,0.880859375,0.04212860310421286,0.9578713968957872,451,0.024538063562453805
11,Australia,Victoria,2020-11-27,20345,819,19526,60,0,60,1.0,0.0,1.0,60,0.04212860310421285
2,Australia,Western Australia,2020-02-29,2,0,0,2,0,0,0.0,,,0,
3,Australia,Western Australia,2020-03-31,364,2,41,364,2,41,0.11813186813186813,0.046511627906976744,0.9534883720930233,43,
4,Australia,Western Australia,2020-04-30,551,8,507,508,6,466,0.9291338582677166,0.012711864406779662,0.9872881355932204,472,0.03379976350019709
5,Australia,Western Australia,2020-05-31,589,9,552,74,1,45,0.6216216216216216,0.021739130434782608,0.9782608695652174,46,-0.009027266028002967
6,Australia,Western Australia,2020-06-30,611,9,598,50,0,46,0.92,0.0,1.0,46,0.021739130434782594
7,Australia,Western Australia,2020-07-31,666,9,650,59,0,52,0.8813559322033898,0.0,1.0,52,0.0
8,Australia,Western Australia,2020-08-31,655,9,641,-4,0,-9,2.25,-0.0,1.0,-9,0.0
9,Australia,Western Australia,2020-09-30,685,9,654,35,0,13,0.37142857142857144,0.0,1.0,13,0.0
10,Australia,Western Australia,2020-10-31,769,9,718,106,0,64,0.6037735849056604,0.0,1.0,64,0.0
11,Australia,Western Australia,2020-11-27,817,9,784,90,0,66,0.7333333333333333,0.0,1.0,66,0.0
2,Austria,,2020-02-29,9,0,0,9,0,0,0.0,,,0,
3,Austria,,2020-03-31,10180,128,1095,10180,128,1095,0.12013752455795677,0.10466067048242028,0.8953393295175798,1223,
4,Austria,,2020-04-30,15452,584,12907,14229,456,11812,0.8621828659779324,0.037169872839908705,0.9628301271600913,12268,0.06749079764251154
5,Austria,,2020-05-31,16731,668,15593,3240,84,2686,0.8549382716049383,0.03032490974729242,0.9696750902527076,2770,0.006844963092616285
6,Austria,,2020-06-30,17766,705,16478,1505,37,885,0.612624584717608,0.04013015184381779,0.9598698481561823,922,-0.009805242096525335
7,Austria,,2020-07-31,21130,718,18758,3947,13,2280,0.5809475551051432,0.0056694286960314,0.9943305713039686,2293,0.034460723147786365
8,Austria,,2020-08-31,27438,733,23226,7962,15,4468,0.5630494850540065,0.0033459736783403972,0.9966540263216596,4483,0.002323455017690934
9,Austria,,2020-09-30,44813,799,35644,20854,66,12418,0.5986381509542534,0.005286767061839154,0.9947132329381608,12484,-0.001940793383498729
10,Austria,,2020-10-31,104925,1109,67226,68482,310,31582,0.4656990157997722,0.009720306032860905,0.9902796939671391,31892,-0.004433538971021722
11,Austria,,2020-11-27,270992,2886,203251,202657,1777,136025,0.6799765120375807,0.012895313565840845,0.9871046864341592,137802,-0.0031750075329799454
3,Azerbaijan,,2020-03-31,298,5,26,298,5,26,0.1040268456375839,0.16129032258064516,0.8387096774193549,31,
4,Azerbaijan,,2020-04-30,1804,24,1325,1773,19,1299,0.7433728144388043,0.014415781487101669,0.9855842185128983,1318,0.14687454109354348
5,Azerbaijan,,2020-05-31,5494,63,3428,4145,39,2103,0.5167671893848009,0.018207282913165267,0.9817927170868347,2142,-0.0037915014260636593
6,Azerbaijan,,2020-06-30,17524,213,9715,14033,150,6287,0.4587044822917409,0.023302780798508622,0.9766972192014913,6437,-0.005095497885343359
7,Azerbaijan,,2020-07-31,31878,448,25882,21950,235,16167,0.747243735763098,0.01432752103402024,0.9856724789659798,16402,0.00897525976448843
8,Azerbaijan,,2020-08-31,36435,534,33847,10105,86,7965,0.7967342899554676,0.010681902869208794,0.9893180971307912,8051,0.0036456181648114594
9,Azerbaijan,,2020-09-30,40229,591,37954,5848,57,4107,0.7120383036935705,0.013688760806916427,0.9863112391930836,4164,-0.0030068579377076077
10,Azerbaijan,,2020-10-31,55269,730,43543,16724,139,5589,0.34250179382922746,0.024266759776536313,0.9757332402234636,5728,-0.010577998969619973
11,Azerbaijan,,2020-11-27,109813,1291,69931,65540,561,26388,0.411184009765029,0.020817098964711123,0.9791829010352889,26949,0.0034496608118252947
3,Bahamas,,2020-03-31,14,0,1,14,0,1,0.07142857142857142,0.0,1.0,1,
4,Bahamas,,2020-04-30,81,11,25,80,11,24,0.4375,0.3142857142857143,0.6857142857142857,35,-0.3142857142857143
5,Bahamas,,2020-05-31,102,11,48,66,0,23,0.3484848484848485,0.0,1.0,23,0.3142857142857143
6,Bahamas,,2020-06-30,104,11,87,45,0,39,0.8666666666666667,0.0,1.0,39,0.0
7,Bahamas,,2020-07-31,574,14,91,476,3,4,0.014705882352941176,0.42857142857142855,0.5714285714285714,7,-0.4285714285714286
8,Bahamas,,2020-08-31,2217,50,801,2112,36,710,0.35321969696969696,0.04825737265415549,0.9517426273458445,746,0.3803140559172731
9,Bahamas,,2020-09-30,4123,96,2206,3272,46,1405,0.4434596577017115,0.03170227429359063,0.9682977257064094,1451,0.0165550983605649
10,Bahamas,,2020-10-31,6714,144,4422,4412,48,2216,0.5131459655485041,0.02120141342756184,0.9787985865724381,2264,0.01050086086602875
11,Bahamas,,2020-11-27,7496,163,5830,2930,19,1408,0.4870307167235495,0.013314646110721794,0.9866853538892782,1427,0.007886767316840126
2,Bahrain,,2020-02-29,41,0,0,41,0,0,0.0,,,0,
3,Bahrain,,2020-03-31,567,4,295,567,4,295,0.527336860670194,0.013377926421404682,0.9866220735785953,299,
4,Bahrain,,2020-04-30,3040,8,1500,2741,4,1205,0.4410798978475009,0.0033085194375516956,0.9966914805624483,1209,0.010069406983852947
5,Bahrain,,2020-05-31,11398,19,6673,9890,11,5173,0.5241658240647118,0.0021219135802469135,0.9978780864197531,5184,0.00118660585730479
6,Bahrain,,2020-06-30,26758,87,21331,20066,68,14658,0.7338782019336191,0.004617683009642808,0.9953823169903572,14726,-0.0024957694293958887
7,Bahrain,,2020-07-31,40982,147,37840,19564,60,16509,0.8469126967900225,0.003621220351258374,0.9963787796487417,16569,0.0009964626583844893
8,Bahrain,,2020-08-31,51972,190,49047,13985,43,11207,0.8044333214158026,0.003822222222222222,0.9961777777777778,11250,-0.00020100187096383504
9,Bahrain,,2020-09-30,70864,251,64838,21627,61,15791,0.7329726730475794,0.0038480948776179664,0.996151905122382,15852,-2.5872655395775546e-05
10,Bahrain,,2020-10-31,81645,321,78719,16556,70,13881,0.8426552307320608,0.005017561465127948,0.994982438534872,13951,-0.0011694665875100485
11,Bahrain,,2020-11-27,86515,341,84653,7475,20,5934,0.7965217391304348,0.003359086328518643,0.9966409136714813,5954,0.0016584751366093275
3,Bangladesh,,2020-03-31,51,5,25,51,5,25,0.5882352941176471,0.16666666666666666,0.8333333333333334,30,
4,Bangladesh,,2020-04-30,7667,168,160,7637,163,135,0.039020557810658635,0.5469798657718121,0.45302013422818793,298,-0.38031319910514544
5,Bangladesh,,2020-05-31,47153,650,9781,46825,482,9621,0.21576081153230112,0.04770860140552311,0.9522913985944769,10103,0.49927126436628894
6,Bangladesh,,2020-06-30,145483,1847,59624,135052,1197,49843,0.37792850161419306,0.02345219435736677,0.9765478056426332,51040,0.024256407048156348
7,Bangladesh,,2020-07-31,237661,3111,135136,176190,1264,75512,0.43575685339690107,0.01646347817026154,0.9835365218297385,76776,0.006988716187105282
8,Bangladesh,,2020-08-31,312996,4281,204887,174749,1170,69751,0.40584495476368965,0.01649722931148743,0.9835027706885126,70921,-3.3751141225946135e-05
9,Bangladesh,,2020-09-30,363479,5251,275487,154311,970,70600,0.4638036173701162,0.013553164733827023,0.9864468352661729,71570,0.002944064577660388
10,Bangladesh,,2020-10-31,407684,5923,324145,126946,672,48658,0.38859042427488855,0.013622542063652949,0.986377457936347,49330,-6.937732982592593e-05
11,Bangladesh,,2020-11-27,458711,6544,373676,128643,621,49531,0.38985409233304574,0.0123823576327963,0.9876176423672037,50152,0.0012401844308567167
3,Barbados,,2020-03-31,34,0,0,34,0,0,0.0,,,0,
4,Barbados,,2020-04-30,81,7,39,81,7,39,0.5679012345679012,0.15217391304347827,0.8478260869565217,46,
5,Barbados,,2020-05-31,92,7,76,46,0,37,0.8043478260869565,0.0,1.0,37,0.15217391304347827
6,Barbados,,2020-06-30,97,7,90,14,0,14,1.0,0.0,1.0,14,0.0
7,Barbados,,2020-07-31,110,7,96,13,0,6,0.46153846153846156,0.0,1.0,6,0.0
8,Barbados,,2020-08-31,174,7,146,71,0,50,0.704225352112676,0.0,1.0,50,0.0
9,Barbados,,2020-09-30,190,7,179,37,0,33,0.8918918918918919,0.0,1.0,33,0.0
10,Barbados,,2020-10-31,237,7,221,51,0,42,0.8235294117647058,0.0,1.0,42,0.0
11,Barbados,,2020-11-27,270,7,249,42,0,28,0.6666666666666666,0.0,1.0,28,0.0
2,Belarus,,2020-02-29,1,0,0,1,0,0,0.0,,,0,
3,Belarus,,2020-03-31,152,1,47,152,1,47,0.3157894736842105,0.020833333333333332,0.9791666666666666,48,
4,Belarus,,2020-04-30,14027,89,2386,13979,88,2339,0.1736175692109593,0.036258755665430575,0.9637412443345694,2427,-0.015425422332097205
